517015,-7303040,-11515832
517014,-8355720,-12040128
517016,-7827344,-13092808
517019,-10989488,-10463136
517020,-10989488,-11515824
517021,-8355712,-11515832
517022,-7829384,-11515832
517024,-5723992,-14145472
517023,-5726072,-10989488
517026,-8355720,-13094864
517028,-5719880,-14673888
517030,-7827304,-13619152
517029,-5199752,-10461136
517031,-9934744,-12566464
517032,-5721968,-15200232
517033,-6248264,-12566472
517036,-6780824,-14673896
517034,-6770576,-11519944
517039,-8880000,-12566464
517038,-9404280,-14671840
517040,-7829376,-12568520
517041,-8357784,-11513784
517043,-7303040,-12040128
517042,-7829376,-12566472
517044,-6776696,-12566464
517046,-8357768,-13090760
517045,-8355720,-12566464
517047,-7829376,-12040120
517049,-6256544,-11515848
517048,-7305080,-12042176
517050,-7827312,-12044232
517051,-8355720,-12044232
517053,-6774616,-14135248
517052,-7829368,-12044232
517054,-7305096,-12040136
517057,-7300968,-11515832
517059,-8880008,-11519944
517058,-8353664,-13619144
517060,-7823200,-12040120
517062,-8882056,-12566464
517061,-6244176,-13092808
517064,-6780824,-15198184
517064,-6780824,-15198184
517063,-8355720,-15198184
517065,-7829392,-9947080
517068,-9934744,-12566464
517066,-8353648,-14673888
517069,-10987424,-13090752
517067,-7303040,-13092816
517071,-8882064,-13619152
517070,-8353664,-12566464
517072,-8353664,-12566472
517073,-6254488,-15198192
517074,-5218200,-13619160
517075,-7300976,-14671840
517076,-8355720,-12040128
517078,-7303032,-13092808
517077,-7313312,-12566456
517080,-6793120,-11521992
517082,-7843768,-12568520
517081,-7825288,-13092808
517079,-7829376,-13094856
530458,-8351600,-10989480
530459,-9410456,-15198184
517105,-7827312,-9934736
517104,-8355704,-12038064
517106,-7829352,-12566464
517107,-6776680,-10459032
517109,-9406344,-13096920
517108,-8355696,-12038056
517110,-5197672,-11515848
517111,-7829384,-11513784
517112,-6254480,-12564416
517113,-5724000,-10473424
517114,-7298912,-15196128
517119,-9406344,-11513768
517116,-11511712,-13617088
517121,-10987432,-13619152
517122,-8355712,-12040120
517120,-6246232,-13092800
517125,-10459040,-12566456
517127,-8353664,-12040128
517123,-9408408,-12564424
517126,-8880000,-14671840
517129,-6780824,-11513784
517128,-8353656,-12566464
517130,-8353656,-11513784
517134,-6246224,-12040128
517135,-6774624,-12564408
517133,-5197648,-12042176
517138,-8355712,-15198184
517137,-8871776,-13092808
517139,-10450800,-13617104
517136,-8353672,-12040128
517142,-8875872,-12566472
517144,-8355704,-10987432
517141,-8355720,-13092816
517143,-8353648,-12566456
517146,-10987432,-12040112
517140,-8355720,-12040128
517145,-10987432,-12040120
517148,-10989480,-12040120
517152,-6778752,-12566472
517147,-8355712,-12040112
517150,-10987432,-12566464
517149,-10987432,-12040120
517153,-5726120,-13092816
517155,-8353640,-13090744
517156,-7831424,-15198192
517154,-5721928,-12566472
517160,-9408408,-9934752
517163,-9934744,-12038064
517159,-5730200,-12040128
517158,-5728152,-13094864
517162,-10461088,-13092800
517165,-8355712,-15724520
517164,-9932688,-12564408
517167,-4675448,-12042200
517171,-7829368,-12040128
517168,-5203856,-10989504
517172,-8353664,-10459040
517169,-5199728,-11515832
517176,-5726120,-13088672
517178,-5730216,-11513784
517174,-6778776,-12040152
517177,-5728152,-13088680
517175,-6780840,-11515864
517181,-7303016,-12564400
517179,-6250384,-12038080
517183,-8879984,-12564400
517182,-9408384,-10463128
517180,-7831448,-12044232
517184,-10461080,-13092800
517186,-7829384,-10461096
517185,-8882048,-12568512
517188,-6778760,-12566464
517189,-6246216,-12564408
517187,-7305112,-13094864
517191,-5220272,-12574688
517195,-7303008,-12046288
517196,-6262680,-13092800
517190,-5726064,-12040120
517193,-5726040,-11513784
517193,-5726040,-11513784
517202,-8357784,-12042176
517200,-10463136,-12568520
517199,-9408400,-12042176
517203,-7829376,-12568520
517201,-8882072,-12566472
517209,-7303048,-14671840
517204,-6254480,-12566472
517206,-8882064,-12568520
517210,-11513776,-15198176
517208,-10461096,-13094864
517211,-10985384,-11513784
517216,-9934752,-11513784
517212,-9408416,-12566472
517214,-6256544,-12566472
517213,-9934752,-12566464
517215,-8355720,-13092816
517217,-7829392,-12040128
517218,-6254488,-12566472
517219,-6778760,-12042192
517221,-9408408,-12040128
517223,-6776688,-12566472
517243,-9406336,-12564400
517224,-8884128,-12042176
517220,-9410472,-13092816
517227,-6776704,-10461096
517226,-5197656,-13092808
517228,-10461096,-8884128
517229,-8355728,-10461096
517233,-8355720,-12566472
517231,-8355712,-10987440
517234,-6778768,-11513792
517232,-8355712,-12040128
517237,-6780832,-11513800
517239,-8877928,-11511704
517236,-8355720,-10461104
517240,-8355712,-10987432
517241,-7825248,-13090736
517242,-7303032,-12564416
517247,-7827320,-12566464
517246,-7303016,-11513776
517245,-5726064,-12566464
517249,-10989472,-12040112
517248,-9406336,-10987424
517250,-9410440,-11515816
517251,-7829368,-12042176
517252,-8882048,-10463128
517254,-8879992,-13092800
517253,-9406336,-12566456
517256,-9406336,-12040112
517260,-8353664,-10985392
517255,-7827312,-12566464
517257,-8880008,-13092808
517258,-9406344,-10459032
517261,-9404280,-12040128
517262,-6774672,-12040128
517263,-8349536,-12040128
517264,-6776696,-12566472
517265,-9402216,-11511712
517266,-9928600,-14145488
517268,-11513776,-12568512
517269,-11511720,-12040112
517271,-12033920,-10983288
517272,-10459056,-11511728
517267,-9934744,-12566456
517274,-7829392,-9408400
517270,-10981240,-12560280
517277,-7305096,-12566464
517275,-8353664,-12040112
517276,-6256544,-12564408
517282,-5201792,-12566464
517279,-6254504,-10989504
517280,-8355704,-10463176
517281,-4677512,-12568512
517283,-7305096,-12564408
517288,-9404272,-12564408
517285,-6264728,-14673896
517286,-5719888,-13621208
517289,-8877928,-12566456
517290,-4673400,-12566472
517293,-9410472,-12038072
517287,-5742496,-13619152
517291,-7829384,-9408416
517295,-9934752,-13092808
517292,-5201808,-12564416
517294,-10987440,-14671840
517296,-8357784,-12566472
517297,-10459040,-15198184
517298,-8357784,-9408416
517302,-6778752,-12568520
517301,-6776704,-12040120
517300,-7303040,-12566472
517299,-10461104,-12566464
517303,-7829384,-12568520
517304,-7300968,-15198184
517308,-7829376,-13090760
517307,-8355728,-12566464
517305,-8357792,-10461096
517309,-8353664,-12564408
517306,-7831440,-9408424
517311,-7833480,-14145496
517310,-6268840,-15198184
517313,-7307136,-13621200
517312,-7833480,-14673896
517314,-7833480,-12568520
517318,-6254496,-10461112
517316,-7303048,-11515856
517317,-5201800,-12040128
517315,-8882064,-12566472
517322,-6250328,-11515832
517321,-7831416,-12568520
517319,-5730208,-12040136
517320,-8882056,-12042176
517323,-10989488,-12568520
517327,-7303040,-12040128
517324,-8355720,-13619160
517328,-7303032,-12566464
517326,-6250336,-11513784
517325,-8355720,-12042176
517331,-6250344,-11513776
517330,-5201792,-11513784
517329,-8882072,-12566464
517333,-6252408,-13092816
517332,-10461088,-12040128
517334,-8882064,-12566464
517335,-8355712,-12566456
517337,-7827312,-13619152
517336,-8880008,-12566464
517340,-6254488,-12566472
517339,-8882056,-13092808
517338,-6776680,-12568520
517341,-8357784,-9410472
517343,-8880008,-11513776
517342,-8355712,-12042176
517344,-7827312,-13092808
517345,-9934744,-12040120
517346,-8355720,-13092808
517349,-8355720,-10987448
517347,-9408408,-14147552
517348,-9408400,-12040128
517351,-8355712,-12040112
517352,-8357760,-12040112
517353,-8355720,-12040120
517356,-7305096,-13092808
517354,-5724000,-12040120
517355,-8355712,-11513776
517358,-8353656,-12040128
517361,-6252416,-8882080
517357,-7300976,-12566472
517359,-8880000,-9934744
517360,-9408408,-12040128
517362,-8357784,-12568520
517366,-5728136,-13094864
517365,-7303032,-11513784
517367,-9408408,-12040128
517368,-6246224,-12564416
517372,-9408416,-12040128
517369,-8877944,-12566480
517370,-6778776,-12040136
517375,-8355712,-11511728
517377,-5744552,-13621208
517374,-8882056,-13090760
517373,-10987432,-12040112
517380,-6776672,-13090744
517378,-6246224,-9420736
517379,-6774624,-9420744
517381,-6266792,-12566472
517383,-5726128,-8882112
517382,-6270896,-12040128
517384,-6776680,-10461104
517385,-7313312,-12042176
517390,-9406344,-12566464
517387,-7313304,-12570576
517388,-10461088,-10989488
517386,-6791064,-8896440
517389,-8355712,-10461088
517391,-8355696,-12046288
517392,-8355712,-12040128
517393,-5203872,-12042176
517394,-6791080,-12042168
517396,-9934752,-12044232
517397,-6774624,-12044232
517398,-7303016,-12570568
517399,-6778760,-13096920
517395,-8355720,-12568520
517401,-8355720,-14671848
517402,-6778736,-13094864
517405,-6248272,-13092808
517400,-6250408,-14145496
517406,-5721936,-12042176
517403,-10456968,-14145496
517407,-6250336,-12042176
517411,-7319464,-12568520
517412,-4693920,-12042176
517409,-6776680,-11515832
517408,-6776680,-12568520
517413,-5721944,-9947080
517414,-6774624,-12566464
517416,-9406336,-12564408
517417,-6248272,-13092800
517410,-8355712,-10469312
517415,-8355712,-13090760
517422,-7829360,-12040112
517421,-6776680,-12040112
517418,-5721936,-13619152
517419,-6250344,-13092808
517423,-6250328,-9420736
517425,-9406344,-13621208
517426,-7298912,-14671840
517428,-11513776,-13094856
517427,-8877952,-14673896
517429,-8353648,-15198184
517430,-8882048,-15198184
517432,-6778760,-13092800
517433,-6254480,-13092808
517437,-7305112,-14145488
517438,-6778760,-14143440
517435,-8880000,-9934744
517434,-8880008,-9934744
517436,-8353664,-10987432
517441,-10968944,-10987424
517440,-8351584,-12564408
517442,-8879992,-15196120
517445,-8879992,-12038048
517444,-8875936,-12042168
517443,-7829376,-13092816
517449,-7829384,-12038072
517446,-8355704,-12038064
517447,-7317416,-12566464
517448,-6252408,-11511752
517451,-7303032,-9934760
517450,-6250336,-13090736
517453,-8355720,-12040136
517456,-7829376,-11513784
517458,-7827320,-12564424
517457,-8880008,-10459040
517459,-7303056,-9408432
517460,-8359864,-9936824
517464,-7305104,-12040128
517465,-8882072,-12040136
517463,-5728144,-9936832
517461,-7821216,-12566472
517466,-7829368,-10987432
517467,-8355720,-9408416
517468,-6776664,-12038072
517469,-8355712,-10987432
517471,-6776688,-11515832
517470,-10463144,-12042176
517473,-6256544,-10991544
517474,-6780840,-12568536
517472,-8355712,-12042176
517475,-7303056,-11511752
517476,-8880000,-12564408
517477,-9404296,-12566464
517480,-6776696,-11515856
517482,-8884112,-11515832
517483,-7829376,-12566472
517478,-6791072,-9410496
517478,-6791072,-9410496
517484,-5726072,-10987448
517479,-8882064,-10461096
517485,-6778752,-11515856
517489,-7300976,-10989504
517488,-8355728,-12568520
517486,-8882048,-12566464
517491,-9410480,-12042192
517492,-11513776,-13090752
517495,-10987440,-12038072
517493,-9410472,-12566456
517494,-11511728,-12564416
517496,-10459024,-12038064
517501,-10448736,-11517888
517490,-6248280,-11515848
517503,-7827320,-14671840
517500,-8873840,-12558224
517502,-9934720,-10987416
517505,-6252424,-12564400
517506,-9402280,-9400248
517510,-5724072,-8351664
517498,-5201792,-14671840
517508,-9396048,-12568520
517507,-6252456,-13084584
517514,-10977216,-12029896
517517,-5742504,-14145496
517519,-7827312,-8359864
517518,-7827328,-8886208
517522,-7827320,-13092800
517520,-6780848,-9410488
517521,-10985368,-12040112
517523,-9406344,-12040120
517526,-8879992,-12564400
517524,-8882056,-14669784
517528,-9932688,-13092800
517525,-9406344,-15198176
517530,-7303024,-12566472
517527,-7300968,-12042176
517533,-7303040,-12042176
517531,-6250336,-12042176
517534,-5199744,-10463160
517532,-6778752,-12042176
517535,-4675464,-12044232
517536,-6254480,-9408416
517540,-5726064,-9410456
517538,-4151168,-12042176
517537,-4673384,-12042176
517542,-5197672,-12570576
517541,-4673392,-13621208
517543,-6776704,-12042176
517545,-10463144,-13094864
517539,-4677520,-12046288
517544,-5199720,-12042176
517546,-5197672,-12040136
517547,-5201800,-10989512
517551,-4147040,-12566464
517548,-7829384,-11515832
517552,-7305096,-10987440
517549,-7303032,-12038072
517553,-6252408,-11515832
517554,-7300984,-12040120
517555,-11513768,-13092808
517558,-11513776,-12566472
517556,-10463144,-13619152
517557,-9408376,-13094864
517561,-6252416,-11513792
517560,-6252424,-10989504
517562,-5724032,-10987448
517563,-6252408,-12566472
517564,-7829376,-12040128
517565,-7831448,-10461104
517568,-5724024,-12566472
517566,-7305112,-10989504
517567,-7305104,-12568536
517571,-7307176,-12040128
517569,-4673392,-12566464
517572,-6254480,-12040128
517570,-7305112,-8884136
517573,-7300968,-12040128
517574,-6252424,-12564400
517575,-7827304,-12564400
517576,-8879992,-11509656
517578,-9934736,-12566464
517579,-9404280,-10456968
517580,-6780832,-10463160
517586,-7305112,-10989504
517584,-7825312,-11509712
517582,-6795192,-12564400
517587,-7305096,-9934760
517588,-5203856,-13617096
517589,-3624832,-12564408
517592,-7825288,-10459048
517593,-6774648,-12040128
517590,-6254496,-12040136
517595,-7305112,-12040128
517594,-7305104,-9936816
517596,-9404280,-13619152
517599,-8879992,-12038056
517601,-8357792,-12566464
517597,-6250344,-12566472
517600,-6248280,-12040120
517602,-7303032,-12040120
517603,-9408400,-11513776
517605,-7831416,-12042176
517604,-8880000,-11515832
517606,-5197696,-10989504
517610,-7829384,-12566472
517607,-7829376,-12566464
517609,-7829384,-12040128
517608,-8355720,-12566472
517611,-8361920,-8888264
517612,-4671352,-9936832
517613,-6254496,-9936840
517616,-8882072,-12042176
517614,-7831440,-12568536
517615,-6778776,-14675952
517617,-7829392,-10987440
517618,-6778768,-12040128
517624,-5728152,-12566480
517625,-8886200,-12562336
517626,-5724000,-12040128
517627,-6250352,-9934744
517629,-7831456,-12040128
517628,-8357800,-11515856
517633,-5726080,-12566472
517630,-8357792,-10989512
517634,-5199736,-14673896
517632,-7303056,-12040120
517635,-4673392,-15200232
517637,-7829368,-15198176
517636,-6252416,-15198184
517639,-7829384,-13619144
517642,-6250352,-13619144
517640,-11511728,-12564416
517638,-6248288,-14673888
517643,-8355728,-15198184
517641,-7831440,-12040112
517644,-7829368,-12566464
517647,-6776704,-12040136
517648,-6774632,-12566464
517646,-6778760,-11513784
517645,-9934744,-13619160
517651,-7827312,-9934752
517656,-7833512,-9934768
517653,-6254488,-10461104
517652,-7303040,-9408416
517657,-6778768,-8357792
517659,-7831440,-12040128
517655,-8882072,-10463160
517660,-7303040,-12040120
517658,-6254480,-8357800
517662,-5199720,-11513784
517661,-9410456,-11515832
517663,-8355712,-11513776
517664,-7829376,-10461088
517666,-8355712,-12566464
517665,-9408400,-10461096
517667,-6780824,-9410472
517668,-7300976,-12564424
517669,-5728144,-11513800
517672,-9930616,-11511704
517670,-6252448,-11515864
517671,-10461080,-11513776
517674,-8879984,-12038088
523179,-8351592,-12564432
517677,-6256552,-9410504
517673,-8353648,-13088688
523178,-7300960,-11513808
517676,-6256544,-12040136
517681,-7831448,-9936816
517679,-7303064,-10463160
517678,-4147040,-11513792
517680,-3620712,-9410480
517682,-7305104,-10459048
517683,-4675456,-12040128
517684,-5201792,-7833512
517685,-6252424,-7833512
517689,-7305120,-8357808
517690,-5203856,-8359864
517686,-8877960,-12040136
517687,-6778768,-8357800
517692,-6782888,-9936832
517691,-7307168,-12040136
517696,-6778776,-8882112
517693,-5203864,-9412544
517695,-6776728,-8880056
517698,-6250352,-10989504
517697,-8877960,-11513792
517699,-7305104,-9936840
517702,-7303056,-12566480
517700,-6252424,-12572632
517704,-7831464,-8884160
517701,-6780832,-8884144
517705,-7303072,-8355768
517707,-7303056,-8355752
517706,-7303080,-11515856
517709,-6778784,-7831464
517708,-7831480,-9410504
517710,-8357816,-9936840
517713,-5728144,-8359856
517712,-6254480,-9936824
517714,-7831472,-10463184
517711,-7829432,-7831472
517717,-6778784,-7831480
517716,-6778776,-9410496
517715,-7831480,-8359872
517718,-7829424,-10463184
517720,-5726080,-8884136
517719,-7305120,-8884152
517721,-5726080,-10987464
517725,-7298960,-8878000
517726,-4671352,-9932728
517729,-7829376,-12040128
517724,-7303056,-8882104
517728,-7829368,-12040120
517730,-6776712,-11511728
517731,-7305112,-12040128
517733,-10461080,-12566456
517734,-10461080,-12566464
517737,-7827304,-12564400
517732,-10461088,-12566464
517735,-11513776,-13092800
517740,-10459008,-13088672
517742,-6776688,-12566472
517738,-8357792,-13090752
517739,-4671376,-13612960
517743,-8880008,-13090752
517744,-5724008,-12564408
517746,-8880008,-12040120
517741,-9402200,-13610912
517745,-8355704,-11511720
517747,-8880000,-13617088
517748,-4675456,-13090752
517751,-9404272,-12036000
517752,-8875888,-10456976
517749,-6774664,-12564416
517753,-6774632,-12564416
517754,-8351592,-12038064
517755,-8355704,-12566464
517761,-8357792,-12566480
517756,-6774616,-12566464
517764,-8353648,-12568520
517763,-6248280,-13619152
517760,-8880000,-10461088
517758,-8355712,-12044224
517765,-6776680,-12040128
517767,-7829376,-12566472
517768,-7305112,-9936816
517766,-7831448,-12042192
517769,-6254496,-10463168
517770,-6780824,-12040128
517772,-8351592,-15196128
517771,-8351640,-12040128
517774,-8877952,-12040128
517776,-7829392,-10987432
517780,-7827344,-15722464
517783,-6778768,-10989504
517777,-8355712,-9410456
517778,-7303040,-11515848
517781,-9408408,-13617096
517787,-7303048,-12564408
517784,-5199728,-11513784
517785,-8355720,-13619128
517788,-9932688,-13092808
517790,-7829368,-9410456
517791,-9934736,-12040120
517789,-6776712,-13092800
517792,-11513768,-13090744
517793,-11511720,-13090744
517795,-9934744,-12566456
517798,-10987424,-13092800
517794,-11513768,-13092800
517796,-9934736,-12566456
517797,-10987424,-12564408
517800,-11513768,-12040120
517801,-10987424,-12566456
517799,-9934736,-13092800
517802,-9406368,-12566456
517804,-9934736,-12566456
517805,-5721976,-13092808
517807,-7300984,-12038064
517808,-10463144,-13619136
517806,-8880000,-12040112
517810,-7827360,-13619152
517813,-6264736,-12566464
517815,-7300976,-12566464
517816,-7827304,-12040120
517814,-6776688,-11515832
517812,-7303024,-12566464
517817,-7831456,-10463176
517821,-5728136,-12566464
517818,-5199736,-10989512
517823,-7827304,-12564416
517819,-6252416,-10463160
517820,-4151168,-12568520
517828,-6774640,-10459032
517829,-6776696,-12566464
517826,-9408400,-12566464
517827,-7829376,-13619152
517832,-6248280,-13092808
517830,-7833512,-12566488
517831,-7831416,-12566464
517833,-5201824,-11515824
517835,-7829416,-11515848
517838,-9406352,-11513776
517834,-5726112,-9408448
517839,-8353664,-12040128
517836,-6778784,-8884160
517837,-6250392,-8884152
517841,-7829368,-12568520
517840,-6774640,-7833520
517842,-7827304,-13617088
517845,-5730224,-12566464
517846,-6776712,-9934768
517847,-8355720,-12566480
517843,-8880000,-12566456
517848,-8355728,-12570576
517844,-7827344,-12564408
517850,-5216144,-11513784
517853,-7313312,-11513776
517849,-8357768,-12040128
517851,-6268832,-10461088
517854,-7307168,-15722464
517855,-7319480,-10471368
517856,-6256544,-12564400
517852,-8882048,-12566456
517861,-5742504,-12040120
517619,-7829368,-11513776
517862,-10461088,-11513784
517860,-8353664,-11515832
517859,-7303032,-10461088
517865,-9408448,-9934784
517620,-6776720,-8884128
517622,-6776736,-8882104
517621,-8357768,-8884136
517868,-7303048,-10989488
517867,-5197712,-11515864
517869,-6778792,-8355760
517623,-5728144,-13094880
517872,-7831416,-11515832
517873,-4673384,-10463168
517870,-6778800,-8355744
517871,-8880048,-11515848
517876,-8882088,-10461104
517877,-9410472,-11513784
517874,-7300968,-13617080
517875,-8355712,-10983304
517880,-5203864,-8882072
517878,-6780824,-9410480
517881,-8880000,-13090744
517908,-9408416,-13617104
517907,-5197648,-10461096
517909,-8877952,-13088704
517885,-6776712,-12042192
517882,-8357808,-10987432
517887,-6254480,-14145512
517888,-7831440,-11515856
517889,-8353648,-12566464
517886,-4675448,-11515856
517890,-7300968,-15198176
517893,-8884112,-12040128
517892,-7829376,-13619152
517891,-7303040,-13094864
517894,-7829360,-12566472
517896,-7831440,-9934760
517897,-7303048,-10985392
517895,-7829384,-10461096
517898,-7829392,-12566464
517899,-6778760,-12040128
517901,-8355728,-13092816
517903,-6778752,-9936816
517900,-7829384,-12564416
517902,-6778760,-10463160
517904,-7827312,-12566472
517905,-6252424,-9408416
517910,-8353656,-10461104
517906,-7300976,-12566480